1,마우스,키보드,무선,클릭
1,텔레비전,뉴스,광고,연예인
1,브라질,축구,남미,쌈바
1,자동차,바퀴,번호판,타이어
1,일기예보,기상청,캐스터,날씨
1,칠판,교실,녹색,분필
1,이메일,인터넷,주소,편지
1,화장실,세수,거울,변기
1,전자레인지,편의점,냉동식품,가전제품
1,비타민,피로,레모나,영양소
1,탄수화물,밥,에너지,포도당
1,에어컨,여름,냉방,18도
1,스케치북,그림,스프링,크레파스
1,프랑스,나폴레옹,와인,에펠탑
1,사진,카메라,인스타그램,필름
1,주차장,자동차,지하,P
1,우산,영국신사,장마,빗방울
1,떡볶이,신사동,고추장,매운맛
1,전구,LED,형광등,에디슨
1,컴퓨터,키보드,모니터,마우스
1,스마트폰,모바일,어플,안드로이드
1,해적,약탈,보물,캐리비안
1,네덜란드,튤립,풍차,히딩크
1,추석,송편,가을,한가위
1,농구,드리블,덩크,마이클 조던
1,부산,해운대,갈매기,광안대교
1,시카고,피자,뮤지컬,미국
1,뉴욕,맨하탄,센트럴 파크,타임스퀘어
1,침대,시몬스,이불,잠
1,스피커,음악,컴퓨터,전자제품
1,동화,어린이,이야기,안데르센
1,아메리카노,에스프레소,얼음,스타벅스
1,야구,방망이,글러브,9회말
1,소나기,우산,소설,비
1,태풍,열대 저기압,눈,허리케인
1,겨울,난로,눈,크리스마스
1,신호등,교통,건널목,빨간불
1,횡단보도,정지,신호등,무단횡단
1,자판기,캔,동전,코코아
1,자포자기,포기,단념,절망
1,보일러,겨울,난방,귀뚜라미
1,목도리,겨울,보온,목
1,환절기,꽃가루,감기,비염
1,여름,바다,수박,에어컨
1,넥타이,나비,와이셔츠,양복
1,가을,코스모스,단풍,천고마비
1,허수아비,참새,곡식,꼭두각시
1,재채기,감기,콧물,기침
1,산책,걷기,휴식,산보
1,거짓말,탐지기,허언,피노키오
1,어리광,응석,귀여움,막내
1,수도꼭지,물,밸브,세면대
1,빨래,얼룩,옷,세탁기
1,눈치,곁눈질,신호,주의
1,이슬,아침,물방울,수증기
1,그릇,유리,음식,용기
